state,year,ecvotes,rep,dem,other,pop,house,total,pctdem,ecweight,popweight,houseweight,totalweight,demwin,greenback,prohibition,populist,socialist,progressive,dixiecrat,amerind,independent,reform,green,lib
South Dakota,1892,4,34888,9081,0,348600,2,43969,0.206531875,0.009009009,0.005622853,0.005617978,96799.07207,0,NA,0,26544,NA,NA,NA,NA,NA,NA,NA,NA
Tennessee,1892,12,100537,136468,0,1767518,10,237005,0.575802198,0.027027027,0.028509734,0.028089888,290397.2162,1,NA,4809,23918,NA,NA,NA,NA,NA,NA,NA,NA
Texas,1892,15,81144,239148,0,2235523,13,320292,0.746656176,0.033783784,0.036058567,0.036516854,362996.5203,1,NA,2165,99688,NA,NA,NA,NA,NA,NA,NA,NA
Vermont,1892,4,37992,16325,11,332422,2,54317,0.300550472,0.009009009,0.005361905,0.005617978,96799.07207,0,NA,1424,44,NA,NA,NA,NA,NA,NA,NA,NA
Virginia,1892,12,113098,164136,0,1655980,10,277234,0.592048594,0.027027027,0.026710647,0.028089888,290397.2162,1,NA,2729,12275,NA,NA,NA,NA,NA,NA,NA,NA
Washington,1892,4,36460,29802,0,357232,2,66262,0.449760043,0.009009009,0.005762085,0.005617978,96799.07207,0,NA,2542,19165,NA,NA,NA,NA,NA,NA,NA,NA
West Virginia,1892,6,80292,84467,0,762794,4,164759,0.512670021,0.013513514,0.012303724,0.011235955,145198.6081,1,NA,2153,4167,NA,NA,NA,NA,NA,NA,NA,NA
Wisconsin,1892,12,171101,177325,0,1693330,10,348426,0.508931595,0.027027027,0.027313095,0.028089888,290397.2162,1,NA,13136,10019,NA,NA,NA,NA,NA,NA,NA,NA
Wyoming,1892,3,8454,0,29,60705,1,8454,0,0.006756757,0.00097916,0.002808989,72599.30405,0,NA,530,7722,NA,NA,NA,NA,NA,NA,NA,NA
Alabama,1896,11,55673,130298,8609,1828697,9,185971,0.700636121,0.024608501,0.024510991,0.025210084,335240.2573,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Arkansas,1896,8,37512,110103,1732,1311564,6,147615,0.745879484,0.017897092,0.017579584,0.016806723,243811.0962,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
California,1896,9,146688,144766,6965,1485053,7,291454,0.496702739,0.020134228,0.019904949,0.019607843,274287.4832,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Colorado,1896,4,26271,161005,2263,539700,2,187276,0.859720413,0.008948546,0.007233884,0.005602241,121905.5481,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Connecticut,1896,6,110285,56740,7365,908420,4,167025,0.339709624,0.013422819,0.012176033,0.011204482,182858.3221,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Delaware,1896,3,20450,16574,1432,184735,1,37024,0.447655575,0.006711409,0.002476101,0.00280112,91429.16107,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Florida,1896,4,11298,32756,2434,528542,2,44054,0.743542017,0.008948546,0.007084327,0.005602241,121905.5481,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Georgia,1896,13,59395,93885,9200,2216331,11,153280,0.612506524,0.029082774,0.029706654,0.030812325,396193.0313,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Idaho,1896,3,6314,23135,172,161772,1,29449,0.785595436,0.006711409,0.002168315,0.00280112,91429.16107,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Illinois,1896,24,607130,465613,18126,4821550,22,1072743,0.434039653,0.053691275,0.064625779,0.06162465,731433.2886,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Indiana,1896,15,323754,305573,7792,2516462,13,629327,0.485555204,0.033557047,0.033729468,0.036414566,457145.8054,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Iowa,1896,13,289293,223741,8513,2231853,11,513034,0.436113396,0.029082774,0.029914703,0.030812325,396193.0313,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Kansas,1896,10,159345,171675,3527,1470495,8,331020,0.518624252,0.022371365,0.01970982,0.022408964,304763.8702,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Kentucky,1896,13,218171,217894,9863,2147174,11,436065,0.499682387,0.029082774,0.028779706,0.030812325,396193.0313,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Louisiana,1896,8,22037,77175,1834,1381625,6,99212,0.777879692,0.017897092,0.018518649,0.016806723,243811.0962,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Maine,1896,6,80403,34587,3429,694466,4,114990,0.300782677,0.013422819,0.009308294,0.011204482,182858.3221,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Maryland,1896,8,136959,104150,9140,1188044,6,241109,0.431962308,0.017897092,0.015923981,0.016806723,243811.0962,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Massachusetts,1896,15,278976,105711,16881,2805346,13,384687,0.274797433,0.033557047,0.037601533,0.036414566,457145.8054,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Michigan,1896,14,293336,237166,15083,2420982,12,530502,0.447059578,0.031319911,0.032449699,0.033613445,426669.4183,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Minnesota,1896,9,193503,139735,8524,1751394,7,333238,0.419324927,0.020134228,0.023474858,0.019607843,274287.4832,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Mississippi,1896,9,4819,63355,1417,1551270,7,68174,0.929313228,0.020134228,0.02079249,0.019607843,274287.4832,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Missouri,1896,17,304940,363667,5299,3106665,15,668607,0.543917428,0.03803132,0.04164027,0.042016807,518098.5794,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Montana,1896,3,10509,42628,193,243329,1,53137,0.802228203,0.006711409,0.003261467,0.00280112,91429.16107,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Nebraska,1896,8,103064,115007,5111,1066300,6,218071,0.527383283,0.017897092,0.014292181,0.016806723,243811.0962,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Nevada,1896,3,1938,8376,0,42335,1,10314,0.812100058,0.006711409,0.000567438,0.00280112,91429.16107,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
New Hampshire,1896,4,57444,21650,4576,411588,2,79094,0.273724935,0.008948546,0.005516731,0.005602241,121905.5481,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
New Jersey,1896,10,221535,133695,15981,1883669,8,355230,0.376361794,0.022371365,0.025247809,0.022408964,304763.8702,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
New York,1896,36,819838,551369,52669,7268894,34,1371207,0.402104861,0.080536913,0.097428821,0.095238095,1097149.933,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
North Carolina,1896,11,155122,174408,1807,1893810,9,329530,0.52926289,0.024608501,0.025383735,0.025210084,335240.2573,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
North Dakota,1896,3,26335,20686,370,319146,1,47021,0.439931095,0.006711409,0.004277682,0.00280112,91429.16107,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ohio,1896,23,525991,477497,10807,4157545,21,1003488,0.47583728,0.051454139,0.055725769,0.058823529,700956.9016,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Oregon,1896,4,48779,46739,1896,413536,2,95518,0.489321384,0.008948546,0.005542841,0.005602241,121905.5481,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Pennsylvania,1896,32,728300,433228,32827,6302115,30,1161528,0.372981108,0.071588367,0.084470572,0.084033613,975244.3848,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Rhode Island,1896,4,37437,14459,2889,428556,2,51896,0.278614922,0.008948546,0.005744162,0.005602241,121905.5481,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
South Carolina,1896,9,9313,58801,824,1340316,7,68114,0.863273336,0.020134228,0.017964963,0.019607843,274287.4832,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
South Dakota,1896,4,41042,41225,683,401570,2,82267,0.501112232,0.008948546,0.005382455,0.005602241,121905.5481,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Tennessee,1896,12,148683,167168,5052,2020616,10,315851,0.529262215,0.026845638,0.027083382,0.028011204,365716.6443,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Texas,1896,15,167520,370434,6832,3048710,13,537954,0.68859791,0.033557047,0.040863469,0.036414566,457145.8054,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Utah,1896,3,13491,64607,21,276749,1,78098,0.8272555,0.006711409,0.003709413,0.00280112,91429.16107,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Vermont,1896,4,51127,10640,2080,343641,2,61767,0.172260268,0.008948546,0.004606002,0.005602241,121905.5481,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Virginia,1896,12,135379,154708,4587,1854184,10,290087,0.533315867,0.026845638,0.024852606,0.028011204,365716.6443,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
