office,state,year,redistricteddate,repvotes,repcandidate,repstatus,demvotes,demcandidate,demstatus,thirdparty,thirdvotes,thirdcandidate,thirdstatus,othervotes,pluralityvotes,pluralityparty,thirdvotestotalpercent,repvotesmajorpercent,demvotesmajorpercent,racenotes,district
House,MASSACHUSETTS,1988,19811203,,N/A,N/A,160799,"Moakley, John J.",Incumbent,N/A,,N/A,N/A,243,160799,D,0,0,100,,9
House,MICHIGAN,1988,19820524,10979,"Ashe, Bill",Challenger,127800,"Conyers, John Jr.",Incumbent,N/A,,N/A,N/A,1359,116821,D,0,7.91,92.09,,1
House,MICHIGAN,1988,19820524,152646,"Schuette, Bill",Incumbent,55398,"Forbes, Mathias",Challenger,N/A,,N/A,N/A,1819,97248,R,0,73.37,26.63,,10
House,MICHIGAN,1988,19820524,129085,"Davis, Robert W.",Incumbent,86526,"Irwin, Mitch",Challenger,N/A,,N/A,N/A,806,42559,R,0,59.87,40.13,,11
House,MICHIGAN,1988,19820524,91780,"Carl, Douglas",Challenger,108158,"Bonior, David E.",Incumbent,N/A,,N/A,N/A,1860,16378,D,0,45.9,54.1,,12
House,MICHIGAN,1988,19820524,13196,"Savage, John",Challenger,99751,"Crockett, George W.",Incumbent,N/A,,N/A,N/A,1753,86555,D,0,11.68,88.32,,13
House,MICHIGAN,1988,19820524,64750,"McNealy, Kenneth",Challenger,111612,"Hertel, Dennis M.",Incumbent,N/A,,N/A,N/A,2048,46862,D,0,36.71,63.29,,14
House,MICHIGAN,1988,19820524,56963,"Adkins, Burl C.",Challenger,104596,"Ford, William D.",Incumbent,N/A,,N/A,N/A,2283,47633,D,0,35.26,64.74,,15
House,MICHIGAN,1988,19820524,,N/A,N/A,132775,"Dingell, John D. Jr.",Incumbent,N/A,,N/A,N/A,3582,132775,D,0,0,100,,16
House,MICHIGAN,1988,19820524,55197,"Flessland, Dennis",Challenger,135493,"Levin, Sander M.",Incumbent,N/A,,N/A,N/A,2337,80296,D,0,28.95,71.05,,17
House,MICHIGAN,1988,19820524,195579,"Broomfield, William S.",Incumbent,57643,"Kohut, Gary",Challenger,N/A,,N/A,N/A,4006,137936,R,0,77.24,22.76,,18
House,MICHIGAN,1988,19820524,120070,"Pursell, Carl D.",Incumbent,98290,"Pollack, Lana",Challenger,N/A,,N/A,N/A,1332,21780,R,0,54.99,45.01,,2
House,MICHIGAN,1988,19820524,83769,"Allgaier, Cal",Challenger,112605,"Wolpe, Howard",Incumbent,N/A,,N/A,N/A,1,28836,D,0,42.66,57.34,,3
House,MICHIGAN,1988,19820524,132270,"Upton, Fred",Incumbent,54428,"Rivers, Norman",Challenger,N/A,,N/A,N/A,5,77842,R,0,70.85,29.15,,4
House,MICHIGAN,1988,19820524,166569,"Henry, Paul",Incumbent,62868,"Catchick, James Mathew",Challenger,N/A,,N/A,N/A,3,103701,R,0,72.6,27.4,,5
House,MICHIGAN,1988,19820524,81079,"Schultz, Scott",Challenger,120581,"Carr, M. Robert",Incumbent,N/A,,N/A,N/A,2965,39502,D,0,40.21,59.79,,6
House,MICHIGAN,1988,19820524,47071,"Coad, Jeff",Challenger,150832,"Kildee, Dale E.",Incumbent,N/A,,N/A,N/A,1177,103761,D,0,23.78,76.22,,7
House,MICHIGAN,1988,19820524,54195,"Buhl, Lloyd F.",Challenger,139904,"Traxler, J. Robert",Incumbent,N/A,,N/A,N/A,5,85709,D,0,27.92,72.08,,8
House,MICHIGAN,1988,19820524,149748,"Vander Jagt, Guy",Incumbent,64843,"Gawron, David",Challenger,N/A,,N/A,N/A,3,84905,R,0,69.78,30.22,,9
House,MINNESOTA,1988,19820311,67709,"Schrimpf, Curt",Challenger,161118,"Penny, Timothy J.",Incumbent,N/A,,N/A,N/A,986,93409,D,0,29.59,70.41,,1
House,MINNESOTA,1988,19820311,131639,"Weber, Vin",Incumbent,96016,"Peterson, Doug",Challenger,N/A,,N/A,N/A,46,35623,R,0,57.82,42.18,,2
House,MINNESOTA,1988,19820311,215322,"Frenzel, Bill",Incumbent,99770,"Carlson, Dave",Challenger,N/A,,N/A,N/A,517,115552,R,0,68.34,31.66,,3
House,MINNESOTA,1988,19820311,67073,"Maitland, Ian",Challenger,181227,"Vento, Bruce F.",Incumbent,N/A,,N/A,N/A,2027,114154,D,0,27.01,72.99,,4
House,MINNESOTA,1988,19820311,60646,"Gilbertson, Raymond",Challenger,174416,"Sabo, Martin O.",Incumbent,N/A,,N/A,N/A,6736,113770,D,0,25.8,74.2,,5
House,MINNESOTA,1988,19820311,89209,"Ploetz, Ray",Challenger,169486,"Sikorski, Gerry",Incumbent,N/A,,N/A,N/A,340,80277,D,0,34.48,65.52,,6
House,MINNESOTA,1988,19820311,121396,"Stangeland, Arlan",Incumbent,101011,"Hanson, Marv",Challenger,N/A,,N/A,N/A,89,20385,R,0,54.58,45.42,,7
House,MINNESOTA,1988,19820311,56630,"Shuster, Jerry",Challenger,165656,"Oberstar, James L.",Incumbent,N/A,,N/A,N/A,25,109026,D,0,25.48,74.52,,8
House,MISSISSIPPI,1988,19840106,38381,"Bush, Jim",Challenger,137445,"Whitten, Jamie L.",Incumbent,N/A,,N/A,N/A,,99064,D,0,21.83,78.17,,1
House,MISSISSIPPI,1988,19840106,59827,"Coleman, Jack",Challenger,112401,"Espy, Mike",Incumbent,N/A,,N/A,N/A,1403,52574,D,0,34.74,65.26,,2
House,MISSISSIPPI,1988,19840106,20729,"Bourland, Jimmie Ray",Challenger,164651,"Montgomery, G. V.",Incumbent,N/A,,N/A,N/A,,143922,D,0,11.18,88.82,,3
House,MISSISSIPPI,1988,19840106,88433,"Collins, Thomas",Challenger,110184,"Parker, Mike",Challenger,N/A,,N/A,N/A,2446,21751,D,0,44.52,55.48,,4
House,MISSISSIPPI,1988,19840106,100185,"Smith, Larkin",Challenger,82034,"Taylor, Gary Eugene",Incumbent,N/A,,N/A,N/A,,18151,R,0,54.98,45.02,,5
House,MISSOURI,1988,19820107,53109,"Schwan, Joseph A.",Challenger,140751,"Clay, William Lacy Sr.",Incumbent,N/A,,N/A,N/A,2798,87642,D,0,27.4,72.6,,1
House,MISSOURI,1988,19820107,186450,"Buechner, John William",Incumbent,91645,"Feigenbaum, Robert H.",Challenger,N/A,,N/A,N/A,3104,94805,R,0,67.05,32.95,,2
House,MISSOURI,1988,19820107,86763,"Hearne, Mark F.",Challenger,150205,"Gephardt, Richard A.",Incumbent,N/A,,N/A,N/A,2235,63442,D,0,36.61,63.39,,3
House,MISSOURI,1988,19820107,65393,"Eyerly, David",Challenger,166480,"Skelton, Ike",Incumbent,N/A,,N/A,N/A,,101087,D,0,28.2,71.8,,4
House,MISSOURI,1988,19820107,60453,"Lobb, Mary Ellen",Challenger,149166,"Wheat, Alan",Incumbent,N/A,,N/A,N/A,2520,88713,D,0,28.84,71.16,,5
House,MISSOURI,1988,19820107,135883,"Coleman, E. Thomas",Incumbent,93128,"Hughes, Doug R.",Challenger,N/A,,N/A,N/A,,42755,R,0,59.33,40.67,,6
House,MISSOURI,1988,19820107,127939,"Hancock, Melton D.",Challenger,111244,"Bacon, Max",Challenger,N/A,,N/A,N/A,1728,16695,R,0,53.49,46.51,,7
House,MISSOURI,1988,19820107,117601,"Emerson, Bill",Incumbent,84801,"Cryts, Wayne",Challenger,N/A,,N/A,N/A,,32800,R,0,58.1,41.9,,8
House,MISSOURI,1988,19820107,76008,"Dudley, Ken A.",Challenger,160872,"Volkmer, Harold",Incumbent,N/A,,N/A,N/A,,84864,D,0,32.09,67.91,,9
House,MONTANA,1988,19830304,74405,"Fenlason, Jim",Challenger,115278,"Williams, John Patrick",Incumbent,N/A,,N/A,N/A,,40873,D,0,39.23,60.77,,1
House,MONTANA,1988,19830304,97465,"Marlenee, Ron",Incumbent,78069,"O'Brien, Buck",Challenger,N/A,,N/A,N/A,,19396,R,0,55.52,44.48,,2
House,NEBRASKA,1988,19810528,146231,"Bereuter, Douglas K.",Incumbent,72167,"Jones, Corky",Challenger,N/A,,N/A,N/A,104,74064,R,0,66.96,33.04,,1
House,NEBRASKA,1988,19810528,109193,"Schenken, Jerry",Challenger,112174,"Hoagland, Peter",Challenger,N/A,,N/A,N/A,908,2981,D,0,49.33,50.67,,2
House,NEBRASKA,1988,19810528,170302,"Smith, Virginia",Incumbent,45183,"Racek, John D.",Challenger,N/A,,N/A,N/A,16,125119,R,0,79.03,20.97,,3
House,NEVADA,1988,19810604,53588,"Lusk, Lucille",Challenger,101764,"Bilbray, James",Incumbent,N/A,,N/A,N/A,3724,48176,D,0,34.49,65.51,,1
House,NEVADA,1988,19810604,105981,"Vucanovich, Barbara",Incumbent,75163,"Spoo, James",Challenger,N/A,,N/A,N/A,3953,30818,R,0,58.51,41.49,,2
House,NEW HAMPSHIRE,1988,19820304,131824,"Smith, Robert C.",Incumbent,86623,"Keefe, Joseph F.",Challenger,N/A,,N/A,N/A,58,45201,R,0,60.35,39.65,,1
House,NEW HAMPSHIRE,1988,19820304,119742,"Douglas, Chuck",Challenger,89677,"Donchess, James W.",Challenger,N/A,,N/A,N/A,1575,30065,R,0,57.18,42.82,,2
House,NEW JERSEY,1988,19840217,60037,"Cristaudo, Frank A.",Challenger,141988,"Florio, James J.",Incumbent,N/A,,N/A,N/A,1128,81951,D,0,29.72,70.28,,1
House,NEW JERSEY,1988,19840217,13848,"Webb, Michael",Challenger,84681,"Payne, Donald M. Jr.",Challenger,N/A,,N/A,N/A,10944,70833,D,0,14.05,85.95,,10
House,NEW JERSEY,1988,19840217,154654,"Gallo, Dean A.",Incumbent,64773,"Shaw, John C.",Challenger,N/A,,N/A,N/A,,89881,R,0,70.48,29.52,,11
House,NEW JERSEY,1988,19840217,165918,"Courter, James A.",Incumbent,71596,"Weinstein, Norman J.",Challenger,N/A,,N/A,N/A,2023,94322,R,0,69.86,30.14,,12
House,NEW JERSEY,1988,19840217,167470,"Saxton, H. James",Incumbent,73561,"Smith, James B.",Challenger,N/A,,N/A,N/A,,93909,R,0,69.48,30.52,,13
House,NEW JERSEY,1988,19840217,47293,"Theemling, Fred J.",Challenger,104001,"Guarini, Frank J.",Incumbent,N/A,,N/A,N/A,3146,56708,D,0,31.26,68.74,,14
House,NEW JERSEY,1988,19840217,67759,"Conover, Kirk W.",Challenger,134505,"Hughes, William J.",Incumbent,N/A,,N/A,N/A,2372,66746,D,0,33.5,66.5,,2
House,NEW JERSEY,1988,19840217,107479,"Azzolina, Joseph",Challenger,117024,"Pallone, Frank",Challenger,N/A,,N/A,N/A,2107,9545,D,0,47.87,52.13,,3
House,NEW JERSEY,1988,19840217,155283,"Smith, Christopher H.",Incumbent,79006,"Holland, Betty",Challenger,N/A,,N/A,N/A,1905,76277,R,0,66.28,33.72,,4
House,NEW JERSEY,1988,19840217,175562,"Roukema, Margaret S.",Incumbent,54828,"Monaco, Lee",Challenger,N/A,,N/A,N/A,1546,120734,R,0,76.2,23.8,,5
House,NEW JERSEY,1988,19840217,74824,"Sica, Peter J.",Challenger,120125,"Dwyer, Bernard J.",Incumbent,N/A,,N/A,N/A,1649,45301,D,0,38.38,61.62,,6
House,NEW JERSEY,1988,19840217,153350,"Rinaldo, Matthew J.",Incumbent,52189,"Hely, James",Challenger,N/A,,N/A,N/A,,101161,R,0,74.61,25.39,,7
House,NEW JERSEY,1988,19840217,,N/A,N/A,96036,"Roe, Robert A.",Incumbent,N/A,,N/A,N/A,,96036,D,0,0,100,,8
House,NEW JERSEY,1988,19840217,68363,"Lane, Roger J.",Challenger,142012,"Torricelli, Robert G.",Incumbent,N/A,,N/A,N/A,1119,73649,D,0,32.5,67.5,,9
House,NEW MEXICO,1988,19820119,89985,"Schiff, Steven H.",Challenger,84138,"Udall, Tom",Challenger,N/A,,N/A,N/A,3839,5847,R,0,51.68,48.32,,1
House,NEW MEXICO,1988,19820119,100324,"Skeen, Joseph R.",Incumbent,,N/A,N/A,N/A,,N/A,N/A,,100324,R,0,100,0,,2
House,NEW MEXICO,1988,19820119,45954,"Salazar, Cecilia M.",Challenger,124938,"Richardson, Bill",Incumbent,N/A,,N/A,N/A,,78984,D,0,26.89,73.11,,3
House,NEW YORK,1988,19830927,102327,"Romaine, Edward P.",Challenger,105624,"Hochbrueckner, George J.",Incumbent,N/A,,N/A,N/A,,3297,D,0,49.21,50.79,,1
House,NEW YORK,1988,19830927,24313,"Popielarski, George S.",Challenger,107056,"Schumer, Charles E.",Incumbent,N/A,,N/A,N/A,5119,82743,D,0,18.51,81.49,,10
House,NEW YORK,1988,19830927,7418,"Hussain, Riaz B.",Challenger,73755,"Towns, Edolphus",Incumbent,N/A,,N/A,N/A,1985,66337,D,0,9.14,90.86,,11
House,NEW YORK,1988,19830927,5582,"Augustine, Owen",Challenger,74304,"Owens, Major R.",Incumbent,N/A,,N/A,N/A,,68722,D,0,6.99,93.01,,12
House,NEW YORK,1988,19830927,27536,"Curci, Anthony M.",Challenger,81305,"Solarz, Stephen J.",Incumbent,N/A,,N/A,N/A,,53769,D,0,25.3,74.7,,13
House,NEW YORK,1988,19830927,99179,"Molinari, Guy V.",Incumbent,57503,"O'Donovan, Jerome X.",Challenger,N/A,,N/A,N/A,,41676,R,0,63.3,36.7,,14
House,NEW YORK,1988,19830927,107599,"Green, S. William",Incumbent,64425,"Doukas, Peter G.",Challenger,N/A,,N/A,N/A,3459,43174,R,0,62.55,37.45,,15
House,NEW YORK,1988,19830927,,N/A,N/A,107620,"Rangel, Charles B.",Incumbent,N/A,,N/A,N/A,3230,107620,D,0,0,100,,16
House,NEW YORK,1988,19830927,29156,"Albert, Myrna C.",Challenger,157339,"Weiss, Theodore S.",Incumbent,N/A,,N/A,N/A,,128183,D,0,15.63,84.37,,17
House,NEW YORK,1988,19830927,5764,"Brown, Fred",Challenger,75459,"Garcia, Robert",Incumbent,N/A,,N/A,N/A,1643,69695,D,0,7.1,92.9,,18
House,NEW YORK,1988,19830927,37454,"Biaggi, Mario",Incumbent,77158,"Engel, Eliot L.",Challenger,N/A,,N/A,N/A,23131,39704,D,0,32.68,67.32,,19
House,NEW YORK,1988,19830927,66972,"Cardino, Joseph",Challenger,107646,"Downey, Thomas J.",Incumbent,N/A,,N/A,N/A,,40674,D,0,38.35,61.65,,2
House,NEW YORK,1988,19830927,96465,"DioGuardi, Joseph J.",Incumbent,102235,"Lowey, Nita M.",Challenger,N/A,,N/A,N/A,4563,5770,D,0,48.55,51.45,,20
House,NEW YORK,1988,19830927,150443,"Fish, Hamilton Jr.",Incumbent,47294,"Grunberger, Lawrence W.",Challenger,N/A,,N/A,N/A,3870,103149,R,0,76.08,23.92,,21
House,NEW YORK,1988,19830927,144227,"Gilman, Benjamin A.",Incumbent,54312,"Burlingham, Eleanor F.",Challenger,N/A,,N/A,N/A,5096,89915,R,0,72.64,27.36,,22
House,NEW YORK,1988,19830927,89858,"Bakal, Peter M.",Challenger,145040,"McNulty, Michael R.",Challenger,N/A,,N/A,N/A,,55182,D,0,38.25,61.75,,23
House,NEW YORK,1988,19830927,162962,"Solomon, Gerald B.",Incumbent,62177,"Baye, Fred",Challenger,N/A,,N/A,N/A,,100785,R,0,72.38,27.62,,24
House,NEW YORK,1988,19830927,130122,"Boehlert, Sherwood L.",Incumbent,,N/A,N/A,N/A,,N/A,N/A,,130122,R,0,100,0,,25
House,NEW YORK,1988,19830927,131043,"Martin, David O'B.",Incumbent,43585,"Ravenscroft, Donald R.",Challenger,N/A,,N/A,N/A,,87458,R,0,75.04,24.96,,26
House,NEW YORK,1988,19830927,124928,"Walsh, James T.",Challenger,90854,"Pooler, Rosemary S.",Challenger,N/A,,N/A,N/A,1644,34074,R,0,57.9,42.1,,27
House,NEW YORK,1988,19830927,,N/A,N/A,141976,"McHugh, Matthew F.",Incumbent,N/A,,N/A,N/A,10395,141976,D,0,0,100,,28
House,NEW YORK,1988,19830927,132608,"Horton, Frank J.",Incumbent,51243,"Vogel, James R.",Challenger,N/A,,N/A,N/A,8810,81365,R,0,72.13,27.87,,29
House,NEW YORK,1988,19830927,91122,"Previdi, Robert",Challenger,128336,"Mrazek, Robert J.",Incumbent,N/A,,N/A,N/A,4848,37214,D,0,41.52,58.48,,3
House,NEW YORK,1988,19830927,89126,"Bouchard, John D.",Challenger,128364,"Slaughter, Louise M.",Incumbent,N/A,,N/A,N/A,8222,39238,D,0,40.98,59.02,,30
House,NEW YORK,1988,19830927,117710,"Paxon, L. William",Challenger,102777,"Swarts, David J.",Challenger,N/A,,N/A,N/A,,14933,R,0,53.39,46.61,,31
House,NEW YORK,1988,19830927,50229,"Everett, Emil K.",Challenger,133917,"Lafalce, John J.",Incumbent,N/A,,N/A,N/A,,83688,D,0,27.28,72.72,,32
House,NEW YORK,1988,19830927,,N/A,N/A,139604,"Nowak, Henry J.",Incumbent,N/A,,N/A,N/A,,139604,D,0,0,100,,33
House,NEW YORK,1988,19830927,131078,"Houghton, Amory",Incumbent,,N/A,N/A,N/A,,N/A,N/A,4797,131078,R,0,100,0,,34
House,NEW YORK,1988,19830927,151038,"Lent, Norman F.",Incumbent,59479,"Goban, Francis T.",Challenger,N/A,,N/A,N/A,4869,91559,R,0,71.75,28.25,,4
House,NEW YORK,1988,19830927,134881,"McGrath, Raymond J.",Incumbent,68930,"Kelly, William G.",Challenger,N/A,,N/A,N/A,3502,65951,R,0,66.18,33.82,,5
House,NEW YORK,1988,19830927,,N/A,N/A,94506,"Flake, Floyd H.",Incumbent,N/A,,N/A,N/A,15547,94506,D,0,0,100,,6
House,NEW YORK,1988,19830927,,N/A,N/A,93120,"Ackerman, Gary L.",Incumbent,N/A,,N/A,N/A,,93120,D,0,0,100,,7
House,NEW YORK,1988,19830927,,N/A,N/A,100240,"Scheuer, James H.",Incumbent,N/A,,N/A,N/A,,100240,D,0,0,100,,8
House,NEW YORK,1988,19830927,,N/A,N/A,72851,"Manton, Thomas J.",Incumbent,N/A,,N/A,N/A,,72851,D,0,0,100,,9
House,NORTH CAROLINA,1988,19820211,63013,"Moye, Howard",Challenger,118027,"Jones, Walter B. Sr.",Incumbent,N/A,,N/A,N/A,,55014,D,0,34.81,65.19,,1
House,NORTH CAROLINA,1988,19820211,112554,"Ballenger, Cass",Incumbent,71865,"Rhyne, Jack L.",Challenger,N/A,,N/A,N/A,,40689,R,0,61.03,38.97,,10
House,NORTH CAROLINA,1988,19820211,106907,"Taylor, Charles H.",Challenger,108436,"Clarke, James Mcc.",Incumbent,N/A,,N/A,N/A,,1529,D,0,49.64,50.36,,11
House,NORTH CAROLINA,1988,19820211,,N/A,N/A,128832,"Valentine, Itimous Thaddeus",Incumbent,N/A,,N/A,N/A,,128832,D,0,0,100,,2
House,NORTH CAROLINA,1988,19820211,,N/A,N/A,95323,"Lancaster, Martin",Incumbent,N/A,,N/A,N/A,,95323,D,0,0,100,,3
House,NORTH CAROLINA,1988,19820211,95482,"Fetzer, Tom",Challenger,131896,"Price, David E.",Incumbent,N/A,,N/A,N/A,,36414,D,0,41.99,58.01,,4
House,NORTH CAROLINA,1988,19820211,99540,"Gray, Lyons",Challenger,110516,"Neal, Stephen L.",Incumbent,N/A,,N/A,N/A,,10976,D,0,47.39,52.61,,5
House,NORTH CAROLINA,1988,19820211,116534,"Coble, Howard",Incumbent,70008,"Gilmore, Tom",Challenger,N/A,,N/A,N/A,,46526,R,0,62.47,37.53,,6
House,NORTH CAROLINA,1988,19820211,49855,"Thompson, George G.",Challenger,102392,"Rose, Charles G.",Incumbent,N/A,,N/A,N/A,,52537,D,0,32.75,67.25,,7
House,NORTH CAROLINA,1988,19820211,93463,"Blanton, Ted",Challenger,99214,"Hefner, W. G.",Incumbent,N/A,,N/A,N/A,,5751,D,0,48.51,51.49,,8
House,NORTH CAROLINA,1988,19820211,139014,"McMillan, J. Alex",Incumbent,71802,"Sholander, Mark",Challenger,N/A,,N/A,N/A,,67212,R,0,65.94,34.06,,9
House,NORTH DAKOTA,1988,19810101,84475,"Sydness, Steve",Challenger,212583,"Dorgan, Byron L.",Incumbent,N/A,,N/A,N/A,2924,128108,D,0,28.44,71.56,,0
House,OHIO,1988,19850712,90738,"Chabot, Steve",Challenger,117682,"Luken, Thomas A.",Incumbent,N/A,,N/A,N/A,,26944,D,0,43.54,56.46,,1
House,OHIO,1988,19850712,143673,"Miller, Clarence E.",Incumbent,56893,"Buchanan, John M.",Challenger,N/A,,N/A,N/A,,86780,R,0,71.63,28.37,,10
House,OHIO,1988,19850712,78028,"Mueller, Margaret R.",Challenger,124600,"Eckart, Dennis E.",Incumbent,N/A,,N/A,N/A,,46572,D,0,38.51,61.49,,11
House,OHIO,1988,19850712,154727,"Kasich, John R.",Incumbent,41178,"Brown, Mark P.",Challenger,N/A,,N/A,N/A,,113549,R,0,78.98,21.02,,12
House,OHIO,1988,19850712,59287,"Brown, Dwight",Challenger,137074,"Pease, Donald J.",Incumbent,N/A,,N/A,N/A,,77787,D,0,30.19,69.81,,13
House,OHIO,1988,19850712,50356,"Lang, Loretta A.",Challenger,148951,"Sawyer, Thomas C.",Incumbent,N/A,,N/A,N/A,,98595,D,0,25.27,74.73,,14
House,OHIO,1988,19850712,146854,"Wylie, Chalmers P.",Incumbent,49441,"Froehlich, Mark S.",Challenger,N/A,,N/A,N/A,,97413,R,0,74.81,25.19,,15
House,OHIO,1988,19850712,158824,"Regula, Ralph S.",Incumbent,43356,"Gravely, Melvin J.",Challenger,N/A,,N/A,N/A,,115468,R,0,78.56,21.44,,16
House,OHIO,1988,19850712,47929,"Lenz, Frederick W.",Challenger,162526,"Traficant, James A.",Incumbent,N/A,,N/A,N/A,,114597,D,0,22.77,77.23,,17
House,OHIO,1988,19850712,46130,"Abraham, William C.",Challenger,151306,"Applegate, Douglas",Incumbent,N/A,,N/A,N/A,,105176,D,0,23.36,76.64,,18
House,OHIO,1988,19850712,70359,"Roberts, Noel F.",Challenger,168065,"Feighan, Edward F.",Incumbent,N/A,,N/A,N/A,,97706,D,0,29.51,70.49,,19
House,OHIO,1988,19850712,153162,"Gardison, Willis D.",Incumbent,58637,"Stidham, Chuck R.",Challenger,N/A,,N/A,N/A,,94525,R,0,72.31,27.69,,2
House,OHIO,1988,19850712,30944,"Sajna, Michael",Challenger,146715,"Oakar, Mary Rose",Incumbent,N/A,,N/A,N/A,,115771,D,0,17.42,82.58,,20
House,OHIO,1988,19850712,24804,"Roski, Franklin H.",Challenger,148388,"Stokes, Louis",Incumbent,N/A,,N/A,N/A,,123584,D,0,14.32,85.68,,21
House,OHIO,1988,19850712,42664,"Crutcher, Ron",Challenger,141953,"Hall, Tony P.",Incumbent,N/A,,N/A,N/A,,99289,D,0,23.11,76.89,,3
House,OHIO,1988,19850712,160099,"Oxley, Michael G.",Incumbent,,N/A,N/A,N/A,,N/A,N/A,538,160099,R,0,100,0,,4
House,OHIO,1988,19850712,123838,"Gillmor, Paul E.",Challenger,80292,"Murray, Tom",Challenger,N/A,,N/A,N/A,,43546,R,0,60.67,39.33,,5
House,OHIO,1988,19850712,152235,"McEwen, Bob",Incumbent,52635,"Roberts, Gordon",Challenger,N/A,,N/A,N/A,,99600,R,0,74.31,25.69,,6
House,OHIO,1988,19850712,142597,"DeWine, Michael",Incumbent,50423,"Schira, Jack",Challenger,N/A,,N/A,N/A,,92174,R,0,73.88,26.12,,7
House,OHIO,1988,19850712,154164,"Lukens, Donald E.",Incumbent,40084,"Griffin, John W.",Challenger,N/A,,N/A,N/A,,114080,R,0,79.36,20.64,,8
House,OHIO,1988,19850712,36183,"Hawkins, Al",Challenger,157557,"Kaptur, Marcy",Incumbent,N/A,,N/A,N/A,72,121374,D,0,18.68,81.32,,9
House,OKLAHOMA,1988,19810722,103458,"Inhofe, James M.",Incumbent,93101,"Glassco, Kurt",Challenger,N/A,,N/A,N/A,,10357,R,0,52.63,47.37,,1
House,OKLAHOMA,1988,19810722,73659,"Phillips, Ira",Challenger,136009,"Synar, Mike",Incumbent,N/A,,N/A,N/A,,62350,D,0,35.13,64.87,,2
House,OKLAHOMA,1988,19810722,,N/A,N/A,,"Watkins, Wes",Incumbent,N/A,,N/A,N/A,,0,D,0,0,100,,3
House,OKLAHOMA,1988,19810722,,N/A,N/A,,"McCurdy, Dave",Incumbent,N/A,,N/A,N/A,,0,D,0,0,100,,4
House,OKLAHOMA,1988,19810722,139182,"Edwards, M. H.",Incumbent,53668,"Montgomery, Terry J.",Challenger,N/A,,N/A,N/A,,85514,R,0,72.17,27.83,,5
House,OKLAHOMA,1988,19810722,45239,"Brown, Mike",Challenger,122887,"English, Glenn",Incumbent,N/A,,N/A,N/A,,77648,D,0,26.91,73.09,,6
House,OREGON,1988,19810728,78626,"Molander, Earl",Challenger,179915,"Aucoin, Les",Incumbent,N/A,,N/A,N/A,62,101289,D,0,30.41,69.59,,1
House,OREGON,1988,19810728,125366,"Smith, Robert F.",Incumbent,74700,"Tuttle, Larry",Challenger,N/A,,N/A,N/A,13,50666,R,0,62.66,37.34,,2
House,OREGON,1988,19810728,,N/A,N/A,190684,"Wyden, Ron",Incumbent,N/A,,N/A,N/A,1141,190684,D,0,0,100,,3
House,OREGON,1988,19810728,42220,"Howard, Jim",Challenger,108483,"DeFazio, Peter A.",Incumbent,N/A,,N/A,N/A,32,66263,D,0,28.02,71.98,,4
House,OREGON,1988,19810728,111489,"Smith, Denny",Incumbent,110782,"Kopetski, Mike",Challenger,N/A,,N/A,N/A,83,707,R,0,50.16,49.84,,5
House,PENNSYLVANIA,1988,19820303,39749,"O'Brien, William J.",Challenger,128076,"Foglietta, Thomas M.",Challenger,N/A,,N/A,N/A,,88327,D,0,23.68,76.32,,1
House,PENNSYLVANIA,1988,19820303,140096,"McDade, Joseph M.",Incumbent,51179,"Cordaro, Robert C.",Challenger,N/A,,N/A,N/A,,88917,R,0,73.24,26.76,,10
House,PENNSYLVANIA,1988,19820303,,N/A,N/A,1207706,"Kanjorski, Paul E.",Incumbent,N/A,,N/A,N/A,,1207706,D,0,0,100,,11
House,PENNSYLVANIA,1988,19820303,,N/A,N/A,133081,"Murtha, John P. Jr.",Incumbent,N/A,,N/A,N/A,,133081,D,0,0,100,,12
House,PENNSYLVANIA,1988,19820303,152191,"Coughlin, R. Lawrence",Incumbent,76424,"Tomkin, Bernard",Challenger,N/A,,N/A,N/A,,75767,R,0,66.57,33.43,,13
House,PENNSYLVANIA,1988,19820303,36719,"Caligiuri, Richard Edward",Challenger,135181,"Coyne, William J.",Incumbent,N/A,,N/A,N/A,,98462,D,0,21.36,78.64,,14
House,PENNSYLVANIA,1988,19820303,106951,"Ritter, Donald L.",Incumbent,79127,"Reibman, Ed",Challenger,N/A,,N/A,N/A,,27824,R,0,57.48,42.52,,15
House,PENNSYLVANIA,1988,19820303,136944,"Walker, Robert S.",Incumbent,48169,"Guyll, Ernest E.",Challenger,N/A,,N/A,N/A,,88775,R,0,73.98,26.02,,16
House,PENNSYLVANIA,1988,19820303,166289,"Gekas, George W.",Incumbent,,N/A,N/A,N/A,,N/A,N/A,,166289,R,0,100,0,,17
House,PENNSYLVANIA,1988,19820303,80975,"Newman, John A.",Challenger,136924,"Walgren, Douglas",Incumbent,N/A,,N/A,N/A,589,55949,D,0,37.16,62.84,,18
House,PENNSYLVANIA,1988,19820303,145381,"Goodling, William F.",Incumbent,42819,"Ritchey, Paul E.",Challenger,N/A,,N/A,N/A,,102562,R,0,77.25,22.75,,19
House,PENNSYLVANIA,1988,19820303,12365,"Harsch, Richard L.",Challenger,184322,"Gray, William H.",Incumbent,N/A,,N/A,N/A,,171957,D,0,6.29,93.71,,2
House,PENNSYLVANIA,1988,19820303,,N/A,N/A,137472,"Gaydos, Joseph M.",Incumbent,N/A,,N/A,N/A,2144,137472,D,0,0,100,,20
