st,district,year,rep,dem,other,total
FL,19,1984,124180,68079,,192259
GA,1,1984,100525,69408,,169933
GA,2,1984,88306,62974,,151280
GA,3,1984,83658,68149,,151807
GA,4,1984,148469,77481,,225950
GA,5,1984,60150,124006,,184156
GA,6,1984,117764,53929,,171693
GA,7,1984,144315,53882,,198197
GA,8,1984,89777,81998,,171775
GA,9,1984,119570,52894,,172464
GA,10,1984,116188,61907,,178095
HI,1,1984,112138,90731,,202869
HI,2,1984,72912,56423,,129335
ID,1,1984,140142,61983,,202125
ID,2,1984,157381,46527,,203908
IL,1,1984,10153,196351,,206504
IL,2,1984,32693,168174,,200867
IL,3,1984,158281,84752,,243033
IL,4,1984,99161,98980,,198141
IL,5,1984,107199,76570,,183769
IL,6,1984,121280,96517,,217797
IL,7,1984,47301,141185,,188486
IL,8,1984,90875,85928,,176803
IL,9,1984,106151,129644,,235795
IL,10,1984,153888,70590,,224478
IL,11,1984,149521,102584,,252105
IL,12,1984,168010,50512,,218522
IL,13,1984,133234,112891,,246125
IL,14,1984,154144,68645,,222789
IL,15,1984,104972,66325,,171297
IL,16,1984,138250,80648,,218898
IL,17,1984,123054,103528,,226582
IL,18,1984,100217,66107,,166324
IL,19,1984,141611,85323,,226934
IL,20,1984,107579,77720,,185299
IL,21,1984,114814,100098,,214912
IL,22,1984,131531,104010,,235541
IN,1,1984,94470,124834,,219304
IN,2,1984,151940,71784,,223724
IN,3,1984,136450,83076,,219526
IN,4,1984,144009,70300,,214309
IN,5,1984,150354,67224,,217578
IN,6,1984,179556,69858,,249414
IN,7,1984,147763,73751,,221514
IN,8,1984,142987,92874,,235861
IN,9,1984,134753,86932,,221685
IN,10,1984,94948,100848,,195796
IA,1,1984,110057,99112,,209169
IA,2,1984,113814,100647,,214461
IA,3,1984,118411,108563,,226974
IA,4,1984,115898,118092,,233990
IA,5,1984,122424,89132,,211556
IA,6,1984,122484,90074,,212558
KS,1,1984,158955,53970,,212925
KS,2,1984,120455,67134,,187589
KS,3,1984,138118,78289,,216407
KS,4,1984,124731,70140,,194871
KS,5,1984,135037,63616,,198653
KY,1,1984,104613,87339,,191952
KY,2,1984,112019,64163,,176182
KY,3,1984,109042,99200,,208242
KY,4,1984,143262,62253,,205515
KY,5,1984,133941,58733,,192674
KY,6,1984,123859,72942,,196801
KY,7,1984,88609,92010,,180619
LA,1,1984,164183,47092,,211275
LA,2,1984,70452,116480,,186932
LA,3,1984,139964,71187,,211151
LA,4,1984,130580,67840,,198420
LA,5,1984,140228,69083,,209311
LA,6,1984,143578,78263,,221841
LA,7,1984,133221,91268,,224489
LA,8,1984,115095,110380,,225475
ME,1,1984,175472,117450,,292922
ME,2,1984,161028,97065,,258093
MD,1,1984,121294,64381,,185675
MD,2,1984,145320,74102,,219422
MD,3,1984,110231,108399,,218630
MD,4,1984,115669,79144,,194813
MD,5,1984,79134,108074,,187208
MD,6,1984,146543,66062,,212605
MD,7,1984,32980,151669,,184649
MD,8,1984,128747,136104,,264851
MA,1,1984,116692,111393,,228085
MA,2,1984,113384,98340,,211724
MA,3,1984,131134,100152,,231286
MA,4,1984,115692,123489,,239181
MA,5,1984,130968,98649,,229617
MA,6,1984,137258,110771,,248029
MA,7,1984,123559,121018,,244577
MA,8,1984,80756,142158,,222914
MA,9,1984,104484,111765,,216249
MA,10,1984,142887,116933,,259820
MA,11,1984,114122,104938,,219060
MI,1,1984,24697,151800,,176497
MI,2,1984,142572,79004,,221576
MI,3,1984,131761,75868,,207629
MI,4,1984,140832,61564,,202396
MI,5,1984,159335,73908,,233243
MI,6,1984,119396,68578,,187974
MI,7,1984,112880,94963,,207843
MI,8,1984,122705,79934,,202639
MI,9,1984,155242,69276,,224518
MI,10,1984,145480,69170,,214650
MI,11,1984,135537,93600,,229137
MI,12,1984,121510,61591,,183101
MI,13,1984,23926,136251,,160177
MI,14,1984,156332,90562,,246894
MI,15,1984,112238,71126,,183364
MI,16,1984,125502,83958,,209460
MI,17,1984,119118,101902,,221020
MI,18,1984,202418,66683,,269101
MN,1,1984,137333,109652,,246985
MN,2,1984,139872,105227,,245099
MN,3,1984,172921,120020,,292941
MN,4,1984,107329,157060,,264389
MN,5,1984,103103,168686,,271789
MN,6,1984,135232,123181,,258413
MN,7,1984,135320,102240,,237560
MN,8,1984,101068,150038,,251106
MS,1,1984,111501,66722,,178223
MS,2,1984,86648,84965,,171613
MS,3,1984,133167,70385,,203552
MS,4,1984,122823,85513,,208336
MS,5,1984,128188,45663,,173851
MO,1,1984,76256,130288,,206544
MO,2,1984,189802,96557,,286359
MO,3,1984,158483,86792,,245275
MO,4,1984,156449,76523,,232972
MO,5,1984,106239,122535,,228774
MO,6,1984,144857,94371,,239228
MO,7,1984,164696,74275,,238971
MO,8,1984,126547,82559,,209106
MO,9,1984,150859,84683,,235542
MT,1,1984,113967,78513,,192480
MT,2,1984,118483,68229,,186712
NE,1,1984,144198,69923,,214121
NE,2,1984,144901,70238,,215139
NE,3,1984,170955,47705,,218660
NV,1,1984,82265,47156,,129421
NV,2,1984,106505,44499,,151004
NH,1,1984,98523,41234,,139757
NH,2,1984,168528,79143,,247671
NJ,1,1984,118015,96877,,214892
NJ,2,1984,138241,84704,,222945
NJ,3,1984,161447,79811,,241258
NJ,4,1984,141308,98386,,239694
NJ,5,1984,182030,75000,,257030
NJ,6,1984,135654,94024,,229678
NJ,7,1984,151973,88874,,240847
NJ,8,1984,121422,89625,,211047
NJ,9,1984,150514,103831,,254345
NJ,10,1984,36554,110470,,147024
NJ,11,1984,171632,78701,,250333
NJ,12,1984,160027,84541,,244568
NJ,13,1984,161435,86540,,247975
NJ,14,1984,102475,89414,,191889
NM,1,1984,108766,70395,,179161
NM,2,1984,108723,53600,,162323
NM,3,1984,89612,77774,,167386
NY,1,1984,137855,70592,,208447
NY,2,1984,123453,62326,,185779
NY,3,1984,159039,87624,,246663
NY,4,1984,155268,88668,,243936
NY,5,1984,146746,95862,,242608
NY,6,1984,54867,111850,,166717
NY,7,1984,75972,87366,,163338
NY,8,1984,92013,102439,,194452
NY,9,1984,84812,64701,,149513
NY,10,1984,90357,93499,,183856
NY,11,1984,25558,94574,,120132
NY,12,1984,15414,91344,,106758
NY,13,1984,64033,71441,,135474
NY,14,1984,118383,61868,,180251
NY,15,1984,77670,118791,,196461
NY,16,1984,23403,126326,,149729
NY,17,1984,55449,164511,,219960
NY,18,1984,22258,94844,,117102
NY,19,1984,93925,85898,,179823
NY,20,1984,129284,100394,,229678
NY,21,1984,150345,70809,,221154
NY,22,1984,141052,88027,,229079
NY,23,1984,135744,120950,,256694
NY,24,1984,162977,73186,,236163
NY,25,1984,137582,81369,,218951
NY,26,1984,135207,70730,,205937
NY,27,1984,136687,88959,,225646
NY,28,1984,140748,89680,,230428
NY,29,1984,187701,118461,,306162
NY,30,1984,146995,86565,,233560
NY,31,1984,142852,88264,,231116
NY,32,1984,119656,98874,,218530
NY,33,1984,82638,138687,,221325
NY,34,1984,142401,67870,,210271
NC,1,1984,109441,82194,,191635
NC,2,1984,103780,92146,,195926
NC,3,1984,98076,63862,,161938
NC,4,1984,137174,90622,,227796
NC,5,1984,136330,76012,,212342
NC,6,1984,129630,68726,,198356
NC,7,1984,87143,65964,,153107
NC,8,1984,128219,65912,,194131
NC,9,1984,144258,79612,,223870
NC,10,1984,136320,59796,,196116
NC,11,1984,135124,79149,,214273
ND,1,1984,200336,104429,,304765
OH,1,1984,144629,77558,,222187
OH,2,1984,144299,78294,,222593
OH,3,1984,113499,87666,,201165
OH,4,1984,158640,54963,,213603
OH,5,1984,145121,68285,,213406
OH,6,1984,142779,65522,,208301
OH,7,1984,135554,62431,,197985
OH,8,1984,151663,55471,,207134
OH,9,1984,110570,104597,,215167
OH,10,1984,139324,68985,,208309
OH,11,1984,124751,83671,,208422
OH,12,1984,151294,76873,,228167
OH,13,1984,121812,84648,,206460
OH,14,1984,112676,107638,,220314
OH,15,1984,150714,71086,,221800
OH,16,1984,129748,79292,,209040
OH,17,1984,95840,129930,,225770
OH,18,1984,111625,96643,,208268
OH,19,1984,152025,103904,,255929
OH,20,1984,98665,103715,,202380
OH,21,1984,43331,164178,,207509
OK,1,1984,158304,65241,,223545
OK,2,1984,139721,77923,,217644
OK,3,1984,124798,75671,,200469
OK,4,1984,131690,57118,,188808
OK,5,1984,170703,50701,,221404
OK,6,1984,136314,58246,,194560
OR,1,1984,147889,112844,,260733
OR,2,1984,155530,85806,,241336
OR,3,1984,111509,127984,,239493
OR,4,1984,126393,109603,,235996
OR,5,1984,144219,100146,,244365
PA,1,1984,140556,75134,,215690
PA,2,1984,24593,211734,,236327
PA,3,1984,136416,116335,,252751
PA,4,1984,96942,104970,,201912
PA,5,1984,134101,66408,,200509
PA,6,1984,121264,68281,,189545
PA,7,1984,155576,94017,,249593
PA,8,1984,142572,79464,,222036
PA,9,1984,118517,59149,,177666
PA,10,1984,123789,76046,,199835
PA,11,1984,107374,84245,,191619
PA,12,1984,101621,98424,,200045
PA,13,1984,146396,97418,,243814
PA,14,1984,69649,157625,,227274
PA,15,1984,110142,81072,,191214
PA,16,1984,137697,47829,,185526
PA,17,1984,123660,61213,,184873
PA,18,1984,144507,103639,,248146
PA,19,1984,131292,62016,,193308
PA,20,1984,83901,137742,,221643
PA,21,1984,105513,92940,,198453
PA,22,1984,77235,102681,,179916
PA,23,1984,116398,68729,,185127
RI,1,1984,101628,99060,,200688
RI,2,1984,110452,98046,,208498
SC,1,1984,106107,58243,,164350
SC,2,1984,105337,61368,,166705
SC,3,1984,102301,49116,,151417
SC,4,1984,114650,48691,,163341
SC,5,1984,94269,58350,,152619
SC,6,1984,92875,68691,,161566
SD,1,1984,200267,116113,,316380
TN,1,1984,129514,51916,,181430
TN,2,1984,123657,67339,,190996
TN,3,1984,121921,72122,,194043
TN,4,1984,95172,69685,,164857
TN,5,1984,103600,95254,,198854
TN,6,1984,108626,75667,,184293
TN,7,1984,130862,67173,,198035
TN,8,1984,98966,74732,,173698
TN,9,1984,77894,137826,,215720
TX,1,1984,126587,79104,,205691
TX,2,1984,115240,81216,,196456
TX,3,1984,235644,52426,,288070
TX,4,1984,150182,66550,,216732
TX,5,1984,100261,68926,,169187
TX,6,1984,166428,72109,,238537
TX,7,1984,207297,42452,,249749
TX,8,1984,109321,71779,,181100
TX,9,1984,110918,99905,,210823
TX,10,1984,154846,111902,,266748
TX,11,1984,118091,60086,,178177
TX,12,1984,113047,80077,,193124
TX,13,1984,145536,56686,,202222
TX,14,1984,139706,67157,,206863
TX,15,1984,77846,90082,,167928
TX,16,1984,75896,57337,,133233
TX,17,1984,141365,65558,,206923
TX,18,1984,39242,103082,,142324
TX,19,1984,133422,44562,,177984
TX,20,1984,58751,83214,,141965
TX,21,1984,200152,56786,,256938
TX,22,1984,138662,58984,,197646
TX,23,1984,95995,66186,,162181
TX,24,1984,96596,85078,,181674
TX,25,1984,97381,86808,,184189
TX,26,1984,194141,59341,,253482
TX,27,1984,91382,80883,,172265
UT,1,1984,170555,47364,,217919
UT,2,1984,144966,64712,,209678
UT,3,1984,153584,43293,,196877
VT,1,1984,135865,95730,,231595
VA,1,1984,132393,79051,,211444
VA,2,1984,108931,63616,,172547
VA,3,1984,155612,83310,,238922
VA,4,1984,117579,91107,,208686
VA,5,1984,131912,67480,,199392
VA,6,1984,134466,68311,,202777
VA,7,1984,142598,64593,,207191
VA,8,1984,141992,89349,,231341
VA,9,1984,117088,82522,,199610
VA,10,1984,154507,106911,,261418
WA,1,1984,151870,112927,,264797
WA,2,1984,134985,107697,,242682
WA,3,1984,117626,99899,,217525
WA,4,1984,134406,74346,,208752
WA,5,1984,134923,86838,,221761
WA,6,1984,116652,85889,,202541
WA,7,1984,104330,146221,,250551
WA,8,1984,156878,93535,,250413
WV,1,1984,111290,84836,,196126
WV,2,1984,107719,77702,,185421
WV,3,1984,107004,84559,,191563
WV,4,1984,79470,81060,,160530
WI,1,1984,143113,114913,,258026
WI,2,1984,124588,128947,,253535
WI,3,1984,135466,108959,,244425
WI,4,1984,109792,118528,,228320
WI,5,1984,95590,146370,,241960
WI,6,1984,146218,88041,,234259
WI,7,1984,126988,114633,,241621
WI,8,1984,154397,88909,,243306
WI,9,1984,162433,86439,,248872
WY,1,1984,133241,53370,,186611
AL,1,1988,121510,73312,9999,204821
AL,2,1988,118794,71335,,190129
AL,3,1988,106069,67936,,174005
AL,4,1988,111590,83061,,194651
AL,5,1988,111763,77172,,188935
AL,6,1988,121126,90465,,211591
AL,7,1988,124724,86225,,210949
AK,1,1988,119251,72584,,191835
AZ,1,1988,171884,90383,,262267
AZ,2,1988,60606,77493,,138099
AZ,3,1988,165706,89460,,255166
AZ,4,1988,167264,88773,,256037
AZ,5,1988,137081,107920,,245001
AR,1,1988,95388,89812,,185200
AR,2,1988,121130,91705,,212835
AR,3,1988,146498,74413,,220911
AR,4,1988,103562,93307,,196869
CA,1,1988,114103,145811,,259914
CA,2,1988,138756,96230,,234986
CA,3,1988,132533,130495,,263028
CA,4,1988,129477,121847,,251324
CA,5,1988,57846,148818,,206664
CA,6,1988,89300,164296,,253596
CA,7,1988,116314,136163,,252477
CA,8,1988,74533,178961,,253494
CA,9,1988,91636,124397,,216033
CA,10,1988,80564,101751,,182315
CA,11,1988,89063,126351,,215414
CA,12,1988,133699,132918,,266617
CA,13,1988,108817,109830,,218647
CA,14,1988,165850,111570,,277420
CA,15,1988,92471,82819,,175290
CA,16,1988,100293,122419,,222712
CA,17,1988,111250,76021,,187271
CA,18,1988,88016,101146,,189162
CA,19,1988,123145,101934,,225079
CA,20,1988,150366,79866,,230232
CA,21,1988,178542,95910,,274452
CA,22,1988,158823,86732,,245555
CA,23,1988,106610,138264,,244874
CA,24,1988,55756,106652,,162408
CA,25,1988,34925,74007,,108932
CA,26,1988,85640,108660,,194300
CA,27,1988,102897,126695,,229592
CA,28,1988,40680,113133,,153813
CA,29,1988,22052,92086,,114138
CA,30,1988,57754,66112,,123866
CA,31,1988,51505,96554,,148059
CA,32,1988,89411,87998,,177409
CA,33,1988,142335,83319,,225654
CA,34,1988,73409,76154,,149563
CA,35,1988,172872,88126,,260998
CA,36,1988,100291,92521,,192812
CA,37,1988,172644,108106,,280750
CA,38,1988,93697,58068,,151765
CA,39,1988,167142,66495,,233637
CA,40,1988,191392,87331,,278723
CA,41,1988,175588,121278,,296866
CA,42,1988,165572,86544,,252116
CA,43,1988,199744,90746,,290490
CA,44,1988,74236,80893,,155129
CA,45,1988,153368,76206,,229574
CO,1,1988,73759,124474,,198233
CO,2,1988,114652,120330,,234982
CO,3,1988,114163,101540,,215703
CO,4,1988,120611,95642,,216253
CO,5,1988,169819,79437,,249256
CO,6,1988,135173,100030,,235203
CT,1,1988,106890,133867,,240757
CT,2,1988,119947,115813,,235760
CT,3,1988,119329,117432,,236761
CT,4,1988,128702,96177,,224879
CT,5,1988,141664,97553,,239217
CT,6,1988,133709,115742,,249451
DE,1,1988,139689,108532,,248221
FL,1,1988,161314,59014,,220328
FL,2,1988,123524,83458,,206982
FL,3,1988,97659,65215,,162874
FL,4,1988,169949,95362,,265311
FL,5,1988,131585,59038,,190623
FL,6,1988,159938,101833,,261771
FL,7,1988,107474,76831,,184305
FL,8,1988,131100,103040,,234140
FL,9,1988,178253,116408,,294661
FL,10,1988,138108,69786,,207894
FL,11,1988,191722,78493,,270215
FL,12,1988,168433,92448,,260881
FL,13,1988,225798,106428,,332226
FL,14,1988,167352,147665,,315017
FL,15,1988,102768,90113,,192881
FL,16,1988,121521,97110,,218631
FL,17,1988,58053,84029,,142082
FL,18,1988,72421,52368,,124789
FL,19,1988,111913,78062,,189975
GA,1,1988,94646,62529,,157175
GA,2,1988,83163,57423,,140586
GA,3,1988,84006,62028,,146034
GA,4,1988,142998,99212,,242210
GA,5,1988,52118,113308,,165426
GA,6,1988,121128,59118,,180246
GA,7,1988,155367,64396,,219763
GA,8,1988,85540,73518,,159058
GA,9,1988,139037,56681,,195718
GA,10,1988,123328,66579,,189907
HI,1,1988,79323,95347,,174670
HI,2,1988,79302,97017,,176319
ID,1,1988,121382,80381,,201763
ID,2,1988,132489,66891,,199380
IL,1,1988,7168,174793,,181961
IL,2,1988,25896,150387,,176283
IL,3,1988,130606,92108,,222714
IL,4,1988,103720,82662,,186382
IL,5,1988,83892,77783,,161675
IL,6,1988,147384,67355,,214739
IL,7,1988,38432,132656,,171088
IL,8,1988,63885,92135,,156020
IL,9,1988,85855,137259,,223114
IL,10,1988,143022,86280,,229302
IL,11,1988,117883,101346,,219229
IL,12,1988,161488,66474,,227962
IL,13,1988,179219,81899,,261118
IL,14,1988,144972,81320,,226292
IL,15,1988,124915,74312,,199227
IL,16,1988,116627,85552,,202179
IL,17,1988,95672,107639,,203311
IL,18,1988,114566,94582,,209148
IL,19,1988,114219,95602,,209821
IL,20,1988,113676,110072,,223748
IL,21,1988,92957,110653,,203610
IL,22,1988,104885,113071,,217956
IN,1,1988,78515,112270,,190785
IN,2,1988,144206,76764,,220970
IN,3,1988,128039,87080,,215119
IN,4,1988,143461,71156,,214617
IN,5,1988,136223,73065,,209288
IN,6,1988,188615,82201,,270816
IN,7,1988,136233,79244,,215477
IN,8,1988,133017,97530,,230547
IN,9,1988,123198,89744,,212942
IN,10,1988,86331,91726,,178057
IA,1,1988,86724,106756,,193480
IA,2,1988,86874,113993,,200867
IA,3,1988,89365,118602,,207967
IA,4,1988,90855,131356,,222211
IA,5,1988,92323,100734,,193057
IA,6,1988,99214,99116,,198330
KS,1,1988,120325,74716,,195041
KS,2,1988,99411,85689,,185100
KS,3,1988,121658,99785,,221443
KS,4,1988,108417,84235,,192652
KS,5,1988,104238,78211,,182449
KY,1,1988,96150,92391,,188541
KY,2,1988,102721,72768,,175489
KY,3,1988,88129,101458,,189587
KY,4,1988,135832,72430,,208262
KY,5,1988,120671,59945,,180616
KY,6,1988,112162,82755,,194917
KY,7,1988,78616,98621,,177237
LA,1,1988,149519,61214,,210733
LA,2,1988,51739,112977,,164716
LA,3,1988,114277,90809,,205086
LA,4,1988,112042,77197,,189239
LA,5,1988,122014,70397,,192411
LA,6,1988,128304,83704,,212008
LA,7,1988,106573,105908,,212481
LA,8,1988,99234,115224,,214458
ME,1,1988,169292,131078,,300370
ME,2,1988,137839,112491,,250330
MD,1,1988,131161,75575,,206736
MD,2,1988,141948,85451,,227399
MD,3,1988,95071,113869,,208940
MD,4,1988,120027,87650,,207677
MD,5,1988,72873,107195,,180068
MD,6,1988,158808,82781,,241589
MD,7,1988,26360,123261,,149621
MD,8,1988,129919,150522,,280441
MA,1,1988,96012,134252,,230264
MA,2,1988,102349,113877,,216226
MA,3,1988,123471,120907,,244378
MA,4,1988,104853,141008,,245861
MA,5,1988,120945,112301,,233246
MA,6,1988,125871,131246,,257117
MA,7,1988,114124,133241,,247365
MA,8,1988,70811,141366,,212177
MA,9,1988,96849,115814,,212663
MA,10,1988,136345,143938,,280283
MA,11,1988,104005,113465,,217470
MI,1,1988,15099,126551,,141650
MI,2,1988,130585,94358,,224943
MI,3,1988,108143,91318,,199461
MI,4,1988,124506,71397,,195903
MI,5,1988,151994,83993,,235987
MI,6,1988,120819,89071,,209890
MI,7,1988,89235,112101,,201336
MI,8,1988,101657,101061,,202718
MI,9,1988,143764,85457,,229221
MI,10,1988,126899,90335,,217234
MI,11,1988,117173,105030,,222203
MI,12,1988,126846,82413,,209259
MI,13,1988,16127,100969,,117096
MI,14,1988,107535,84746,,192281
MI,15,1988,95010,79994,,175004
MI,16,1988,106007,91270,,197277
MI,17,1988,92015,105431,,197446
MI,18,1988,192072,80288,,272360
MN,1,1988,122629,116414,,239043
MN,2,1988,118769,112838,,231607
MN,3,1988,182877,150082,,332959
MN,4,1988,99961,160154,,260115
MN,5,1988,85100,166580,,251680
MN,6,1988,140362,148030,,288392
MN,7,1988,119691,110605,,230296
MN,8,1988,92948,144768,,237716
MS,1,1988,109304,73839,,183143
MS,2,1988,82403,87386,,169789
MS,3,1988,124841,64007,,188848
MS,4,1988,114110,85094,,199204
MS,5,1988,126860,53595,,180455
MO,1,1988,54578,143802,,198380
MO,2,1988,173205,111172,,284377
MO,3,1988,126310,111956,,238266
MO,4,1988,139370,95117,,234487
MO,5,1988,83926,129433,,213359
MO,6,1988,115674,115469,,231143
MO,7,1988,148460,92866,,241326
MO,8,1988,111605,91370,,202975
MO,9,1988,131825,110434,,242259
MT,1,1988,95054,91519,,186573
MT,2,1988,95358,77437,,172795
NE,1,1988,123674,96134,,219808
NE,2,1988,130193,94071,,224264
NE,3,1988,144089,69030,,213119
NV,1,1988,90541,67519,,158060
NV,2,1988,115499,65219,,180718
NH,1,1988,145996,80604,,226600
NH,2,1988,135541,83092,,218633
NJ,1,1988,107784,97658,,205442
NJ,2,1988,127331,89369,,216700
NJ,3,1988,151582,91100,,242682
NJ,4,1988,139824,110623,,250447
NJ,5,1988,164951,82324,,247275
NJ,6,1988,115133,101046,,216179
NJ,7,1988,132400,90800,,223200
NJ,8,1988,102412,85605,,188017
NJ,9,1988,122284,105839,,228123
NJ,10,1988,24123,90963,,115086
NJ,11,1988,156769,85011,,241780
NJ,12,1988,162819,98355,,261174
NJ,13,1988,159742,98736,,258478
NJ,14,1988,76021,93287,,169308
NM,1,1988,96586,81687,,178273
NM,2,1988,96142,67307,,163449
NM,3,1988,77613,95503,,173116
NY,1,1988,131180,85652,,216832
NY,2,1988,112570,70748,,183318
NY,3,1988,141465,94781,,236246
NY,4,1988,134515,94111,,228626
NY,5,1988,124622,97312,,221934
NY,6,1988,39327,103007,,142334
NY,7,1988,57353,87214,,144567
NY,8,1988,69870,101681,,171551
NY,9,1988,66627,70331,,136958
NY,10,1988,68898,89508,,158406
NY,11,1988,15298,80095,,95393
NY,12,1988,10748,101326,,112074
NY,13,1988,56129,73438,,129567
NY,14,1988,105315,67361,,172676
NY,15,1988,65134,131052,,196186
NY,16,1988,14960,114237,,129197
NY,17,1988,44801,169463,,214264
NY,18,1988,13055,91928,,104983
NY,19,1988,72262,85832,,158094
NY,20,1988,112224,104728,,216952
NY,21,1988,135851,83633,,219484
NY,22,1988,129459,97516,,226975
NY,23,1988,106755,140440,,247195
NY,24,1988,142169,98965,,241134
NY,25,1988,114277,94653,,208930
NY,26,1988,109749,87213,,196962
NY,27,1988,116123,103274,,219397
NY,28,1988,118542,108155,,226697
NY,29,1988,113994,99637,,213631
NY,30,1988,127474,106375,,233849
NY,31,1988,130130,101868,,231998
NY,32,1988,98419,104508,,202927
NY,33,1988,65216,130129,,195345
NY,34,1988,118065,78927,,196992
NC,1,1988,97424,83301,,180725
NC,2,1988,92768,93736,,186504
NC,3,1988,85776,62862,,148638
NC,4,1988,132495,105357,,237852
NC,5,1988,123725,81340,,205065
NC,6,1988,118565,76208,,194773
NC,7,1988,77438,73231,,150669
NC,8,1988,119272,73450,,192722
NC,9,1988,140777,89322,,230099
NC,10,1988,120503,63589,,184092
NC,11,1988,128515,87771,,216286
ND,1,1988,166559,127739,,294298
OH,1,1988,131747,76661,,208408
OH,2,1988,138698,83366,,222064
OH,3,1988,106157,87465,,193622
OH,4,1988,140598,65901,,206499
OH,5,1988,128479,79946,,208425
OH,6,1988,136915,74200,,211115
OH,7,1988,126434,69649,,196083
OH,8,1988,147196,65826,,213022
OH,9,1988,92563,107960,,200523
OH,10,1988,125699,79608,,205307
OH,11,1988,116101,93849,,209950
OH,12,1988,138992,86297,,225289
OH,13,1988,109471,93497,,202968
OH,14,1988,98111,110222,,208333
OH,15,1988,137729,81708,,219437
OH,16,1988,116353,86957,,203310
OH,17,1988,79756,130383,,210139
OH,18,1988,93959,102998,,196957
OH,19,1988,140174,115180,,255354
OH,20,1988,77551,103933,,181484
OH,21,1988,33866,144023,,177889
OK,1,1988,120873,76349,,197222
OK,2,1988,110246,97194,,207440
OK,3,1988,95225,94615,,189840
OK,4,1988,105170,74429,,179599
OK,5,1988,145247,68735,,213982
OK,6,1988,101606,72101,,173707
OR,1,1988,126763,137972,,264735
OR,2,1988,122981,98308,,221289
OR,3,1988,89744,143542,,233286
OR,4,1988,99085,120036,,219121
OR,5,1988,121553,116348,,237901
PA,1,1988,60033,121095,,181128
PA,2,1988,17151,187254,,204405
PA,3,1988,115312,110228,,225540
PA,4,1988,81028,97784,,178812
PA,5,1988,133148,70808,,203956
PA,6,1988,112048,70915,,182963
PA,7,1988,140716,93286,,234002
PA,8,1988,138869,88081,,226950
PA,9,1988,106383,61408,,167791
PA,10,1988,112038,80528,,192566
PA,11,1988,94061,84893,,178954
PA,12,1988,86183,96166,,182349
PA,13,1988,135283,104266,,239549
PA,14,1988,51387,140594,,191981
PA,15,1988,103803,84625,,188428
PA,16,1988,132402,57214,,189616
PA,17,1988,112911,64505,,177416
PA,18,1988,123583,106535,,230118
PA,19,1988,125523,65656,,191179
PA,20,1988,67172,125909,,193081
PA,21,1988,91555,94351,,185906
PA,22,1988,61947,115106,,177053
PA,23,1988,97551,73737,,171288
RI,1,1988,83140,112949,,196089
RI,2,1988,94621,112174,,206795
SC,1,1988,100179,62594,,162773
SC,2,1988,103577,67446,,171023
SC,3,1988,108043,54507,,162550
SC,4,1988,114191,54572,,168763
SC,5,1988,91385,61398,,152783
SC,6,1988,89068,70037,,159105
SD,1,1988,165415,145560,,310975
TN,1,1988,117511,54455,,171966
TN,2,1988,117355,65552,,182907
TN,3,1988,117220,70874,,188094
TN,4,1988,91186,66656,,157842
TN,5,1988,104313,95154,,199467
TN,6,1988,111548,72992,,184540
TN,7,1988,138246,67200,,205446
TN,8,1988,89899,69420,,159319
TN,9,1988,59955,117491,,177446
TX,1,1988,107949,97014,,204963
TX,2,1988,98720,99074,,197794
TX,3,1988,215204,72929,,288133
TX,4,1988,131134,83578,,214712
TX,5,1988,80275,80731,,161006
TX,6,1988,158954,95403,,254357
TX,7,1988,194529,56781,,251310
TX,8,1988,89941,74588,,164529
TX,9,1988,94083,105562,,199645
TX,10,1988,132984,156015,,288999
TX,11,1988,106061,75985,,182046
TX,12,1988,98449,87316,,185765
TX,13,1988,121111,68739,,189850
TX,14,1988,121903,90108,,212011
TX,15,1988,64034,108744,,172778
TX,16,1988,63062,69550,,132612
TX,17,1988,118173,85322,,203495
TX,18,1988,30408,92191,,122599
TX,19,1988,110148,54551,,164699
TX,20,1988,44444,92584,,137028
TX,21,1988,192335,78961,,271296
TX,22,1988,120066,70739,,190805
TX,23,1988,94826,93074,,187900
TX,24,1988,87616,97357,,184973
TX,25,1988,80566,84886,,165452
TX,26,1988,203541,92508,,296049
TX,27,1988,76313,88458,,164771
UT,1,1988,162713,60984,,223697
UT,2,1988,125619,86241,,211860
UT,3,1988,140110,60118,,200228
VT,1,1988,124331,115775,,240106
VA,1,1988,131341,83291,,214632
VA,2,1988,107019,71558,,178577
VA,3,1988,151033,86678,,237711
VA,4,1988,110155,89094,,199249
VA,5,1988,119560,71107,,190667
VA,6,1988,121107,74602,,195709
VA,7,1988,149725,76202,,225927
VA,8,1988,157228,102516,,259744
VA,9,1988,98783,82873,,181656
VA,10,1988,163211,121878,,285089
WA,1,1988,139138,141024,,280162
WA,2,1988,119362,120954,,240316
WA,3,1988,104641,113785,,218426
WA,4,1988,109085,78786,,187871
WA,5,1988,105193,99301,,204494
WA,6,1988,97396,101782,,199178
WA,7,1988,78238,162541,,240779
WA,8,1988,150782,115343,,266125
WV,1,1988,84142,89128,,173270
WV,2,1988,86633,81178,,167811
WV,3,1988,81235,90179,,171414
WV,4,1988,58055,80531,,138586
WI,1,1988,107375,114078,,221453
WI,2,1988,114114,145141,,259255
WI,3,1988,112830,126354,,239184
WI,4,1988,108994,140826,,249820
WI,5,1988,80649,145028,,225677
WI,6,1988,127820,106953,,234773
WI,7,1988,108341,128849,,237190
